Code,Title,Description,Source,Category
OC4IDS_ProjectSector,OC4IDS ProjectSector,Open Contracting for Infrastructure Data Standard ProjectSector codelist,https://standard.open-contracting.org/infrastructure/latest/en/reference/codelists/#projectsector,project
