Code,Title,Description,Source,Category
oc4idsProjectSector,OC4IDS ProjectSector,Open Contracting for Infrastructure Data Standard ProjectSector codelist,https://standard.open-contracting.org/infrastructure/latest/en/reference/codelists/#projectsector,project
